block,block_n,trial,image_file_main,image_file_opt1,image_file_opt2,image_file_opt3,image_file_opt4,correct_resp
practice,1,1,ressources/mars_3_M_ss1.jpeg,ressources/mars_3_T3_ss1_pd.jpeg,ressources/mars_3_T4_ss1_pd.jpeg,ressources/mars_3_T1_ss1_pd.jpeg,ressources/mars_3_T2_ss1_pd.jpeg,ressources/mars_3_T1_ss1_pd.jpeg
