block,block_n,trial,stimulus1,stimulus2,correct_resp,symbol1,symbol2,symbol3,symbol4,symbol5
practice,0,1,ressources/symbol_27.png,ressources/symbol_18.png,k,ressources/symbol_27.png,ressources/symbol_17.png,ressources/symbol_03.png,ressources/symbol_62.png,ressources/symbol_57.png
